timestamp,user_id,query_info,query_type,hour,day_of_week,month,day_of_month,IsOutsideWorkHours,IsWeekend,NightShift,op_DELETE,op_INSERT,op_UPDATE,frekuensi_aktivitas_per_user,jumlah_tipe_operasi_unik,rasio_operasi_modifikasi,pola_waktu_akses
2025-01-02 12:49:28,10.0,"192.168.1.7 insert ignore into kelurahan values(?,?) |0|KELURAHAN",INSERT,12,3,1,2,0,0,0,False,True,False,228,3,1.0,2.49256952798578
2025-01-02 17:23:52,7.0,192.168.1.6 update gudangbarang set stok=stok-'7.0' where kode_brng='0000801' and kd_bangsal='AP' and no_batch='' and no_faktur='',UPDATE,17,3,1,2,0,0,0,False,False,True,3143,3,1.0,2.116183659819645
2025-01-02 15:00:50,1.0,192.168.1.29 insert into resep_dokter values(|202501020020|000093|64.0|2 X 1 SESUDAH MAKAN),INSERT,15,3,1,2,0,0,0,False,True,False,544,3,1.0,1.5917699106279328
2025-01-02 16:53:30,7.0,192.168.1.6 delete from tampjurnal,DELETE,16,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 17:36:06,7.0,192.168.1.6 delete from antriapotek2,DELETE,17,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 14:30:18,7.0,192.168.1.6 insert into aturan_pakai values(|2025-01-02|14:30:18|2025/01/02/000012|000206|1 X 1/2 MALAM SESUDAH MAKAN),INSERT,14,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 15:30:26,5.0,192.168.1.28 delete from antriapotek3,DELETE,15,3,1,2,0,0,0,True,False,False,122,2,1.0,1.234715522878037
2025-01-02 16:14:24,7.0,"192.168.1.6 insert into temporary_bayar_ralan values('28','PPN',':','','','','','0','Tagihan','00007','','','','','','','','')",INSERT,16,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 16:56:14,10.0,192.168.1.7 delete from pasien_tni where no_rkm_medis='007316',DELETE,16,3,1,2,0,0,0,True,False,False,228,3,1.0,2.49256952798578
2025-01-02 15:17:09,7.0,"192.168.1.6 insert into tampjurnal values('211132','Utang Jasa Sarana Tindakan Ralan','0','90000.0')",INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 16:23:21,7.0,192.168.1.6 insert into temporary_resep values(|6|CANDESARTAN 8 MG|1 X 1/2 MALAM SESUDAH MAKAN|15|Tablet|||||||||||||||||||||||||||||||||192.168.1.6),INSERT,16,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 16:29:42,7.0,192.168.1.6 delete from temporary_resep where temp37='192.168.1.6',DELETE,16,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 14:51:07,7.0,192.168.1.6 insert into detail_pemberian_obat values(|2025-01-02|14:51:07|2025/01/02/000023|000235|296.0|370.0|15.0|0|0|5550|Ralan|AP||),INSERT,14,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 16:50:44,7.0,"192.168.1.6 insert into tampjurnal values('115010','Persediaan Obat Rawat Jalan','0','144386.0')",INSERT,16,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 14:35:47,9.0,"192.168.1.19 insert into tampjurnal values('211132','Utang Jasa Sarana Tindakan Ralan','0','50000.0')",INSERT,14,3,1,2,0,0,0,False,True,False,251,3,1.0,1.482670144358519
2025-01-02 17:33:34,7.0,192.168.1.6 insert into resep_dokter values(|202501020066|000207|15.0|1 X 1/2 PAGI SESUDAH MAKAN),INSERT,17,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 17:04:09,7.0,192.168.1.6 insert into detail_pemberian_obat values(|2025-01-02|17:04:09|2025/01/02/000061|000315|200.0|250.0|20.0|0|0|5000|Ralan|AP||),INSERT,17,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 15:47:34,7.0,"192.168.1.6 insert into tampjurnal values('520308','Beban Jasa Sarana Tindakan Ralan','90000.0','0')",INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 16:22:45,7.0,"192.168.1.6 insert into piutang_pasien values ('2025/01/02/000040','2025-01-02','006223','Belum Lunas','169950.0','0.0','169950.0','2025-01-02')",INSERT,16,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 14:18:58,7.0,192.168.1.6 insert into resep_dokter values(|202501020002|000099|60.0|2 X 1 SESUDAH MAKAN),INSERT,14,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 14:57:22,5.0,192.168.1.28 delete from antriapotek3,DELETE,14,3,1,2,0,0,0,True,False,False,122,2,1.0,1.234715522878037
2025-01-02 15:27:39,2.0,"192.168.1.31 insert into antripoli values('00001','U0012','1','2025/01/02/000037')",INSERT,15,3,1,2,0,0,0,False,True,False,123,3,1.0,0.9137829794868656
2025-01-02 15:42:37,1.0,192.168.1.29 insert into resep_obat values(|202501020039|0000-00-00|00:00:00|2025/01/02/000047|00001|2025-01-02|15:42:43|ralan|0000-00-00|00:00:00),INSERT,15,3,1,2,0,0,0,False,True,False,544,3,1.0,1.5917699106279328
2025-01-02 14:12:13,7.0,192.168.1.6 delete from tampjurnal,DELETE,14,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 09:35:11,7.0,192.168.1.6 insert into temporary_resep values(|2|LANSOPRAZOLE CAPS|1 X 1 (PAGI) 1/2 JAM SEBELUM MAKAN|30|Kapsul|||||||||||||||||||||||||||||||||192.168.1.6),INSERT,9,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 15:39:12,7.0,192.168.1.6 insert into detail_pemberian_obat values(|2025-01-02|15:39:12|2025/01/02/000045|000228|735.0|919.0|30.0|0|0|27570|Ralan|AP||),INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 15:10:45,7.0,192.168.1.6 delete from tampjurnal,DELETE,15,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 16:25:47,7.0,192.168.1.6 delete from temporary_resep where temp37='192.168.1.6',DELETE,16,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 15:17:09,7.0,"192.168.1.6 insert into tampjurnal values('420100','Pendapatan Tindakan Rawat Inap','0','90000.0')",INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 16:13:27,7.0,192.168.1.6 delete from tampjurnal,DELETE,16,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 15:27:32,2.0,192.168.1.42 insert into resep_dokter values(|202501020033|000316|30.0|1 X 1 (PAGI) SESUDAH MAKAN),INSERT,15,3,1,2,0,0,0,False,True,False,123,3,1.0,0.9137829794868656
2025-01-02 17:09:48,7.0,192.168.1.6 update gudangbarang set stok=stok-'10.0' where kode_brng='000098' and kd_bangsal='AP' and no_batch='' and no_faktur='',UPDATE,17,3,1,2,0,0,0,False,False,True,3143,3,1.0,2.116183659819645
2025-01-02 15:26:23,7.0,192.168.1.6 insert into aturan_pakai values(|2025-01-02|15:26:22|2025/01/02/000036|000202|1 X 1 (MALAM) SESUDAH MAKAN),INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 17:00:00,7.0,192.168.1.6 insert into resep_dokter values(|202501020050|0000801|30.0|1 X 1 (PAGI) 1/2 JAM SEBELUM MAKAN),INSERT,17,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 17:40:24,5.0,"192.168.1.28 insert into antriapotek3 values('202501020059','1','2025/01/02/000067')",INSERT,17,3,1,2,0,0,0,False,True,False,122,2,1.0,1.234715522878037
2025-01-02 14:22:21,1.0,192.168.1.29 insert into resep_dokter values(|202501020004|B000001026|30.0|1 X 1 (MALAM) SEBELUM MAKAN),INSERT,14,3,1,2,0,0,0,False,True,False,544,3,1.0,1.5917699106279328
2025-01-02 17:08:34,8.0,192.168.1.35 update resume_pasien set kd_diagnosa_sekunder=? |M13.9|2025/01/02/000046 where no_rawat=?,UPDATE,17,3,1,2,0,0,0,False,False,True,252,3,1.0,1.3310250841422273
2025-01-02 15:25:26,7.0,192.168.1.6 delete from resep_dokter where no_resep='202501020026',DELETE,15,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 17:21:39,7.0,192.168.1.6 delete from tampjurnal,DELETE,17,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 15:30:27,7.0,"192.168.1.6 insert into tampjurnal values('115010','Persediaan Obat Rawat Jalan','0','19560.0')",INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 15:30:31,2.0,192.168.1.42 insert into resep_dokter values(|202501020034|000335|8.0|1 X 1/4 PAGI SESUDAH MAKAN),INSERT,15,3,1,2,0,0,0,False,True,False,123,3,1.0,0.9137829794868656
2025-01-02 14:52:40,7.0,192.168.1.6 insert into resep_dokter values(|202501020012|000009|30.0|1 X 1 (PAGI) SESUDAH MAKAN),INSERT,14,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 16:31:04,7.0,192.168.1.6 insert into temporary_resep values(|3|SPIRONOLACTON 25 MG |1 X 1 (PAGI) SESUDAH MAKAN|30|Tablet|||||||||||||||||||||||||||||||||192.168.1.6),INSERT,16,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 16:32:58,1.0,192.168.1.29 update reg_periksa set stts=? |Sudah|2025/01/02/000053 where no_rawat=?,UPDATE,16,3,1,2,0,0,0,False,False,True,544,3,1.0,1.5917699106279328
2025-01-02 15:11:32,7.0,192.168.1.6 insert into aturan_pakai values(|2025-01-02|15:11:32|2025/01/02/000030|000228|1 X 1 (PAGI) SESUDAH MAKAN),INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 17:57:19,7.0,"192.168.1.6 insert into tampjurnal values('211132','Utang Jasa Sarana Tindakan Ralan','0','90000.0')",INSERT,17,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 17:28:17,7.0,192.168.1.6 insert into resep_dokter values(|202501020061|B000001018|1.0|1X8 malam),INSERT,17,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 15:59:19,10.0,"192.168.1.7 insert into bridging_surat_kontrol_bpjs values(|0055S0010125V000034|2025-01-02|0055S0010125K000022|2025-02-03|22820|dr. Hj. Des Yetty Syahril, Sp.PD|INT|Penyakit Dalam )",INSERT,15,3,1,2,0,0,0,False,True,False,228,3,1.0,2.49256952798578
2025-01-02 14:49:01,2.0,192.168.1.42 update reg_periksa set stts=? |Sudah|2025/01/02/000014 where no_rawat=?,UPDATE,14,3,1,2,0,0,0,False,False,True,123,3,1.0,0.9137829794868656
2025-01-02 17:14:06,9.0,192.168.1.31 delete from tagihan_bpd_jateng where no_rkm_medis='007737' and no_rawat='2025/01/02/000032' and status_lanjut='Ralan' and status_bayar='Pending',DELETE,17,3,1,2,0,0,0,True,False,False,251,3,1.0,1.482670144358519
2025-01-02 17:05:32,7.0,192.168.1.6 delete from tampjurnal,DELETE,17,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 15:12:44,1.0,192.168.1.29 update reg_periksa set stts=? |Sudah|2025/01/02/000029 where no_rawat=?,UPDATE,15,3,1,2,0,0,0,False,False,True,544,3,1.0,1.5917699106279328
2025-01-02 14:14:54,1.0,192.168.1.29 update reg_periksa set stts=? |Sudah|2025/01/02/000004 where no_rawat=?,UPDATE,14,3,1,2,0,0,0,False,False,True,544,3,1.0,1.5917699106279328
2025-01-02 17:05:26,10.0,"192.168.1.7 insert into rujuk values('0055S0010125B000022','2025/01/02/000065','IBUH','2025-01-02','I20 - Angina pectoris','00001','-','-','KONTROL 03-02-2025','12:00:01')",INSERT,17,3,1,2,0,0,0,False,True,False,228,3,1.0,2.49256952798578
2025-01-02 15:40:41,7.0,"192.168.1.6 insert into antriapotek2 values('202501020033','1','2025/01/02/000008')",INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 17:09:48,7.0,192.168.1.6 insert into aturan_pakai values(|2025-01-02|17:09:48|2025/01/02/000064|000009|1 X 1 (PAGI) SESUDAH MAKAN),INSERT,17,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 09:30:18,7.0,192.168.1.6 delete from detail_pemberian_obat where no_rawat='2024/12/31/000002' and kode_brng='000213' and tgl_perawatan='2024-12-31' and jam='17:05:22' and no_batch='' and no_faktur='' ,DELETE,9,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 09:29:59,7.0,"192.168.1.6 insert into tampjurnal values('117003','PIUTANG BPJS','0','830061')",INSERT,9,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 15:40:53,8.0,192.168.1.35 insert into diagnosa_pasien values(|2025/01/02/000021|J40|Ralan|4|Baru),INSERT,15,3,1,2,0,0,0,False,True,False,252,3,1.0,1.3310250841422273
2025-01-02 16:13:49,7.0,"192.168.1.6 insert into tampjurnal values('117003','PIUTANG BPJS','316695.0','0')",INSERT,16,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 16:16:34,7.0,"192.168.1.6 insert into temporary_bayar_ralan values('26','PPN',':','','','','','0','Tagihan','00007','','','','','','','','')",INSERT,16,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 15:13:41,2.0,192.168.1.42 insert into resep_dokter values(|202501020025|0000801|7.0|1x1 pagi sebelum  makan),INSERT,15,3,1,2,0,0,0,False,True,False,123,3,1.0,0.9137829794868656
2025-01-02 16:22:44,7.0,192.168.1.6 delete from temporary_bayar_ralan where temp9='00007',DELETE,16,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 17:14:44,7.0,"192.168.1.6 insert into tampjurnal values('520308','Beban Jasa Sarana Tindakan Ralan','90000.0','0')",INSERT,17,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 16:03:48,7.0,192.168.1.6 insert into detail_pemberian_obat values(|2025-01-02|16:03:47|2025/01/02/000052|000076|1375.0|1719.0|15.0|0|1000.0|26785|Ralan|AP||),INSERT,16,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 15:51:02,7.0,"192.168.1.6 insert into tampjurnal values('420100','Pendapatan Tindakan Rawat Inap','0','90000.0')",INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 14:08:10,10.0,192.168.1.7 insert into rujuk_masuk values(|2025/01/02/000020|IBUH|-|031203011024Y001042|0|IBUH|I20|-|-|),INSERT,14,3,1,2,0,0,0,False,True,False,228,3,1.0,2.49256952798578
2025-01-02 14:02:42,10.0,"192.168.1.7 update referensi_mobilejkn_bpjs set status='Belum',validasi='0000-00-00 00:00:00' |20250102000015 where nobooking=?",UPDATE,14,3,1,2,0,0,0,False,False,True,228,3,1.0,2.49256952798578
2025-01-02 17:23:14,1.0,192.168.1.29 insert into resep_dokter values(|202501020064|000206|33.0|1 X 1 (MALAM) SESUDAH MAKAN),INSERT,17,3,1,2,0,0,0,False,True,False,544,3,1.0,1.5917699106279328
2025-01-02 15:14:58,7.0,"192.168.1.6 insert into tampjurnal values('420108','Pendapatan Obat Rawat Jalan','0','144345.0')",INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 15:38:24,7.0,"192.168.1.6 insert into tampjurnal values('420100','Pendapatan Tindakan Rawat Inap','0','90000.0')",INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 09:36:25,7.0,192.168.1.6 insert into temporary_resep values(|0|NITRAL|2 X 1 SESUDAH MAKAN|60|Tablet|||||||||||||||||||||||||||||||||192.168.1.6),INSERT,9,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 15:33:35,7.0,192.168.1.6 insert into rawat_jl_dr values(|2025/01/02/000039|RJ24600|00001|2025-01-02|15:33:35|40000.0|0.0|0.0|0.0|0.0|40000.0),INSERT,15,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 17:09:43,7.0,192.168.1.6 delete from antriapotek2,DELETE,17,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 10:41:22,10.0,192.168.1.7 update resume_pasien set kd_diagnosa_utama=? |I11.0|2024/12/31/000052 where no_rawat=?,UPDATE,10,3,1,2,0,0,0,False,False,True,228,3,1.0,2.49256952798578
2025-01-02 16:47:54,7.0,192.168.1.6 delete from temporary_bayar_ralan where temp9='00007',DELETE,16,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 16:14:10,7.0,192.168.1.6 update reg_periksa set status_bayar='Sudah Bayar' where no_rawat='2025/01/02/000012',UPDATE,16,3,1,2,0,0,0,False,False,True,3143,3,1.0,2.116183659819645
2025-01-02 09:30:13,7.0,192.168.1.6 delete from aturan_pakai where no_rawat='2024/12/31/000002' and kode_brng='0001029' and tgl_perawatan='2024-12-31' and jam='17:05:22',DELETE,9,3,1,2,0,0,0,True,False,False,3143,3,1.0,2.116183659819645
2025-01-02 16:58:29,10.0,"192.168.1.7 insert into rujuk_masuk values('2025/01/02/000066','dr. H. Junaidi, M.Kes','-','0313U0021024P000836','0','Klinik Jantung & Pembuluh Darah RIDDA','I20','-','-','BR/2025/01/02/0066')",INSERT,16,3,1,2,0,0,0,False,True,False,228,3,1.0,2.49256952798578
2025-01-02 17:13:26,7.0,192.168.1.6 insert into detail_pemberian_obat values(|2025-01-02|17:13:26|2025/01/02/000065|000033|462.0|578.0|30.0|0|0|17340|Ralan|AP||),INSERT,17,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
2025-01-02 16:42:53,7.0,"192.168.1.6 insert into tampjurnal values('520308','Beban Jasa Sarana Tindakan Ralan','90000.0','0')",INSERT,16,3,1,2,0,0,0,False,True,False,3143,3,1.0,2.116183659819645
