timestamp,user_id,query_info,query_type,hour,day_of_week,month,day_of_month,IsOutsideWorkHours,IsWeekend,NightShift,op_DELETE,op_INSERT,op_UPDATE,frekuensi_aktivitas_per_user,jumlah_tipe_operasi_unik,rasio_operasi_modifikasi,pola_waktu_akses,lof_score,is_anomaly,timestamp_dt,hour_actual,day_of_week_actual,day_of_month_actual,month_actual,is_outside_work_hours,is_weekend_flag,night_shift_flag,query_text,query_length,query_length_normalized,ip_address,ip_last_octet,user_avg_daily_activity,user_query_diversity,delete_operation_count,modification_ratio,hour_bucket,ip_hits_per_hour,cluster
2025-01-02 16:43:28,13.0,192.168.1.28 insert into resep_dokter values(|202501020048|B000001061|2.0|6x1 os),INSERT,0.4312470253467879,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.670554628679233,-12.1926620065411,0.0,-5.443491546969882,56821382831.66095,1,2025-01-02 16:43:28,16,3,2,1,0,0,0,192.168.1.28 insert into resep_dokter values(|202501020048|B000001061|2.0|6x1 os),81,-0.6458392732330196,192.168.1.28,28,1.0,1,0.0,0.0,2025-01-02 16:00:00,3,1
2025-01-02 09:45:22,9.0,192.168.1.19 delete from tampjurnal,DELETE,-3.0488729517810698,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.482065342439355,0.1635536660332217,0.0,-1.279668487882474,4425473876.754385,1,2025-01-02 09:45:22,9,3,2,1,0,0,0,192.168.1.19 delete from tampjurnal,35,-2.0483439665667498,192.168.1.19,19,50.2,3,76.0,0.0,2025-01-02 09:00:00,2,0
2025-01-02 09:49:16,10.0,192.168.1.7 delete from diagnosa_pasien where no_rawat=? and kd_penyakit=? |2024/12/30/000053|G62.9,DELETE,-3.0488729517810698,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.499406356773424,0.1635536660332217,0.0,1.5564595321665646,994319994.465102,1,2025-01-02 09:49:16,9,3,2,1,0,0,0,192.168.1.7 delete from diagnosa_pasien where no_rawat=? and kd_penyakit=? |2024/12/30/000053|G62.9,99,-0.09703308888503824,192.168.1.7,7,45.6,3,46.0,0.0,2025-01-02 09:00:00,8,0
2025-01-02 16:59:49,10.0,"192.168.1.7 insert into rujuk_masuk values('2025/01/02/000067','dr. H. Junaidi, M.Kes','-','0313U0021124P000726','0','Klinik Jantung & Pembuluh Darah RIDDA','I20','-','-','BR/2025/01/02/0067')",INSERT,0.4312470253467879,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.499406356773424,0.1635536660332217,0.0,1.5564595321665646,2982959981.3953056,1,2025-01-02 16:59:49,16,3,2,1,0,0,0,"192.168.1.7 insert into rujuk_masuk values('2025/01/02/000067','dr. H. Junaidi, M.Kes','-','0313U0021124P000726','0','Klinik Jantung & Pembuluh Darah RIDDA','I20','-','-','BR/2025/01/02/0067')",192,2.738465530246199,192.168.1.7,7,45.6,3,46.0,0.0,2025-01-02 16:00:00,3,0
2025-01-02 14:37:34,5.0,"192.168.1.28 insert into tracker values('00005',current_date(),current_time())",INSERT,-0.5630729681183143,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.579325814139132,-6.0145541702539385,0.0,-1.976006223187995,3977279974.860409,1,2025-01-02 14:37:34,14,3,2,1,0,0,0,"192.168.1.28 insert into tracker values('00005',current_date(),current_time())",78,-0.7373069706243499,192.168.1.28,28,24.4,2,88.0,0.0,2025-01-02 14:00:00,6,0
2025-01-02 09:53:10,10.0,192.168.1.7 insert into diagnosa_pasien values(|2024/12/30/000025|E11.5|Ralan|2|Baru),INSERT,-3.0488729517810698,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.499406356773424,0.1635536660332217,0.0,1.5564595321665646,2982959981.395306,1,2025-01-02 09:53:10,9,3,2,1,0,0,0,192.168.1.7 insert into diagnosa_pasien values(|2024/12/30/000025|E11.5|Ralan|2|Baru),85,-0.5238823433779126,192.168.1.7,7,45.6,3,46.0,0.0,2025-01-02 09:00:00,8,0
2025-01-02 16:52:44,2.0,192.168.1.42 insert into resep_dokter values(|202501020051|000235|15.0|3x1 bila deman),INSERT,0.4312470253467879,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.5785718569941725,0.1635536660332217,0.0,-2.877289849669788,1988639987.930204,1,2025-01-02 16:52:44,16,3,2,1,0,0,0,192.168.1.42 insert into resep_dokter values(|202501020051|000235|15.0|3x1 bila deman),86,-0.4933931109141359,192.168.1.42,42,61.5,3,18.0,0.0,2025-01-02 16:00:00,5,0
2025-01-02 17:14:06,9.0,192.168.1.31 delete from tagihan_sadewa where no_nota='2025/01/02/000032',DELETE,0.9284070220793392,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.482065342439355,0.1635536660332217,0.0,-1.279668487882474,1988639987.9302056,1,2025-01-02 17:14:06,17,3,2,1,0,0,0,192.168.1.31 delete from tagihan_sadewa where no_nota='2025/01/02/000032',73,-0.8897531329432337,192.168.1.31,31,50.2,3,76.0,0.0,2025-01-02 17:00:00,6,0
2025-01-02 16:35:04,2.0,192.168.1.42 insert into resep_dokter values(|202501020045|000349|62.0|2 X 1 SESUDAH MAKAN),INSERT,0.4312470253467879,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.5785718569941725,0.1635536660332217,0.0,-2.877289849669788,1988639987.930204,1,2025-01-02 16:35:04,16,3,2,1,0,0,0,192.168.1.42 insert into resep_dokter values(|202501020045|000349|62.0|2 X 1 SESUDAH MAKAN),91,-0.3409469485952522,192.168.1.42,42,61.5,3,18.0,0.0,2025-01-02 16:00:00,5,0
2025-01-02 17:12:00,9.0,192.168.1.19 delete from tampjurnal,DELETE,0.9284070220793392,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.482065342439355,0.1635536660332217,0.0,-1.279668487882474,1988639987.9302056,1,2025-01-02 17:12:00,17,3,2,1,0,0,0,192.168.1.19 delete from tampjurnal,35,-2.0483439665667498,192.168.1.19,19,50.2,3,76.0,0.0,2025-01-02 17:00:00,1,0
2025-01-02 14:23:30,9.0,"192.168.1.31 update permintaan_lab set tgl_sampel=?,jam_sampel=? |2025-01-02|14:23:33|PK202501020006 where noorder=?",UPDATE,-0.5630729681183143,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,-1,2,-1.482065342439355,0.1635536660332217,0.0,-1.279668487882474,3021782243.892515,1,2025-01-02 14:23:30,14,3,2,1,0,0,0,"192.168.1.31 update permintaan_lab set tgl_sampel=?,jam_sampel=? |2025-01-02|14:23:33|PK202501020006 where noorder=?",116,0.4212838629991664,192.168.1.31,31,50.2,3,76.0,0.0,2025-01-02 14:00:00,2,0
2025-01-02 16:03:29,5.0,192.168.1.28 delete from antriapotek3,DELETE,0.4312470253467879,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.579325814139132,-6.0145541702539385,0.0,-1.976006223187995,3977279974.860408,1,2025-01-02 16:03:29,16,3,2,1,0,0,0,192.168.1.28 delete from antriapotek3,37,-1.9873655016391965,192.168.1.28,28,24.4,2,88.0,0.0,2025-01-02 16:00:00,3,0
2025-01-02 13:24:07,8.0,192.168.1.35 update reg_periksa set stts='Berkas Diterima' where no_rawat='2025/01/02/000012',UPDATE,-1.0602329648508655,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,-1,2,-1.4813113852943955,0.1635536660332217,0.0,-1.70553745201305,994319994.4651022,1,2025-01-02 13:24:07,13,3,2,1,0,0,0,192.168.1.35 update reg_periksa set stts='Berkas Diterima' where no_rawat='2025/01/02/000012',93,-0.2799684836676987,192.168.1.35,35,50.4,3,4.0,0.0,2025-01-02 13:00:00,6,0
2025-01-02 17:14:06,9.0,192.168.1.31 update tampjurnal set debet=debet+'255560.0' where kd_rek='117004',UPDATE,0.9284070220793392,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,-1,2,-1.482065342439355,0.1635536660332217,0.0,-1.279668487882474,1817543111.436219,1,2025-01-02 17:14:06,17,3,2,1,0,0,0,192.168.1.31 update tampjurnal set debet=debet+'255560.0' where kd_rek='117004',79,-0.7068177381605731,192.168.1.31,31,50.2,3,76.0,0.0,2025-01-02 17:00:00,6,0
2025-01-02 16:59:41,2.0,192.168.1.31 delete from antripoli where kd_dokter='00001' and kd_poli='U0012',DELETE,0.4312470253467879,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.5785718569941725,0.1635536660332217,0.0,-2.877289849669788,1193183993.1581223,1,2025-01-02 16:59:41,16,3,2,1,0,0,0,192.168.1.31 delete from antripoli where kd_dokter='00001' and kd_poli='U0012',78,-0.7373069706243499,192.168.1.31,31,61.5,3,18.0,0.0,2025-01-02 16:00:00,1,0
2025-01-02 14:10:39,8.0,"192.168.1.35 insert into pemeriksaan_ralan values(|2025/01/02/000020|2025-01-02|14:10:42|36,3|137/66|60||||97||Compos Mentis|Nafsu makan kurang|TD: 137/66, HR: 60, SPO2: 97%|||||||00008)",INSERT,-0.5630729681183143,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.4813113852943955,0.1635536660332217,0.0,-1.70553745201305,851739264.0635886,1,2025-01-02 14:10:39,14,3,2,1,0,0,0,"192.168.1.35 insert into pemeriksaan_ralan values(|2025/01/02/000020|2025-01-02|14:10:42|36,3|137/66|60||||97||Compos Mentis|Nafsu makan kurang|TD: 137/66, HR: 60, SPO2: 97%|||||||00008)",186,2.5555301354635387,192.168.1.35,35,50.4,3,4.0,0.0,2025-01-02 14:00:00,6,0
2025-01-02 17:11:34,2.0,"192.168.1.31 update mutasi_berkas set status='Sudah Diterima',diterima=now() where no_rawat='2025/01/02/000063'",UPDATE,0.9284070220793392,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,-1,2,-1.5785718569941725,0.1635536660332217,0.0,-2.877289849669788,7159103954.108737,1,2025-01-02 17:11:34,17,3,2,1,0,0,0,"192.168.1.31 update mutasi_berkas set status='Sudah Diterima',diterima=now() where no_rawat='2025/01/02/000063'",111,0.26883770068028273,192.168.1.31,31,61.5,3,18.0,0.0,2025-01-02 17:00:00,6,0
2025-01-02 09:53:40,10.0,192.168.1.7 delete from diagnosa_pasien where no_rawat=? and kd_penyakit=? |2024/12/30/000027|E11.9,DELETE,-3.0488729517810698,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.499406356773424,0.1635536660332217,0.0,1.5564595321665646,994319994.465102,1,2025-01-02 09:53:40,9,3,2,1,0,0,0,192.168.1.7 delete from diagnosa_pasien where no_rawat=? and kd_penyakit=? |2024/12/30/000027|E11.9,99,-0.09703308888503824,192.168.1.7,7,45.6,3,46.0,0.0,2025-01-02 09:00:00,8,0
2025-01-02 13:31:49,8.0,192.168.1.35 update reg_periksa set stts='Berkas Diterima' where no_rawat='2025/01/02/000033',UPDATE,-1.0602329648508655,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,-1,2,-1.4813113852943955,0.1635536660332217,0.0,-1.70553745201305,994319994.4651022,1,2025-01-02 13:31:49,13,3,2,1,0,0,0,192.168.1.35 update reg_periksa set stts='Berkas Diterima' where no_rawat='2025/01/02/000033',93,-0.2799684836676987,192.168.1.35,35,50.4,3,4.0,0.0,2025-01-02 13:00:00,6,0
2025-01-02 16:35:04,2.0,192.168.1.42 insert into resep_dokter values(|202501020045|000335|30.0|1 X 1 (PAGI) SESUDAH MAKAN),INSERT,0.4312470253467879,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.5785718569941725,0.1635536660332217,0.0,-2.877289849669788,1988639987.930204,1,2025-01-02 16:35:04,16,3,2,1,0,0,0,192.168.1.42 insert into resep_dokter values(|202501020045|000335|30.0|1 X 1 (PAGI) SESUDAH MAKAN),98,-0.12752232134881497,192.168.1.42,42,61.5,3,18.0,0.0,2025-01-02 16:00:00,5,0
2025-01-02 13:50:18,9.0,192.168.1.31 delete from antrilabpk,DELETE,-1.0602329648508655,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.482065342439355,0.1635536660332217,0.0,-1.279668487882474,2982959981.3953066,1,2025-01-02 13:50:18,13,3,2,1,0,0,0,192.168.1.31 delete from antrilabpk,35,-2.0483439665667498,192.168.1.31,31,50.2,3,76.0,0.0,2025-01-02 13:00:00,3,0
2025-01-02 17:55:40,5.0,"192.168.1.28 insert into antriapotek3 values('202501020067','1','2025/01/02/000071')",INSERT,0.9284070220793392,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.579325814139132,-6.0145541702539385,0.0,-1.976006223187995,5965919961.790613,1,2025-01-02 17:55:40,17,3,2,1,0,0,0,"192.168.1.28 insert into antriapotek3 values('202501020067','1','2025/01/02/000071')",84,-0.5543715758416894,192.168.1.28,28,24.4,2,88.0,0.0,2025-01-02 17:00:00,3,0
2025-01-02 14:04:15,8.0,"192.168.1.35 insert into tampjurnal values('211214','Utang Jasa Sarana Laborat Ralan','0','30000.0')",INSERT,-0.5630729681183143,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.4813113852943955,0.1635536660332217,0.0,-1.70553745201305,851739264.0635886,1,2025-01-02 14:04:15,14,3,2,1,0,0,0,"192.168.1.35 insert into tampjurnal values('211214','Utang Jasa Sarana Laborat Ralan','0','30000.0')",100,-0.06654385642126148,192.168.1.35,35,50.4,3,4.0,0.0,2025-01-02 14:00:00,6,0
2025-01-02 14:04:02,8.0,192.168.1.35 insert into antrilabpk values('1'),INSERT,-0.5630729681183143,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.4813113852943955,0.1635536660332217,0.0,-1.70553745201305,851739264.0635886,1,2025-01-02 14:04:02,14,3,2,1,0,0,0,192.168.1.35 insert into antrilabpk values('1'),47,-1.682473177001429,192.168.1.35,35,50.4,3,4.0,0.0,2025-01-02 14:00:00,6,0
2025-01-02 12:49:28,10.0,"192.168.1.7 insert ignore into kabupaten values(?,?) |0|LIMA PULUH KOTA",INSERT,-1.5573929615834166,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.499406356773424,0.1635536660332217,0.0,1.5564595321665646,1988639987.930204,1,2025-01-02 12:49:28,12,3,2,1,0,0,0,"192.168.1.7 insert ignore into kabupaten values(?,?) |0|LIMA PULUH KOTA",71,-0.9507315978707871,192.168.1.7,7,45.6,3,46.0,0.0,2025-01-02 12:00:00,5,0
2025-01-02 15:30:25,2.0,192.168.1.31 delete from antripoli where kd_dokter='00002' and kd_poli='U0003',DELETE,-0.0659129713857631,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.5785718569941725,0.1635536660332217,0.0,-2.877289849669788,1193183993.1581223,1,2025-01-02 15:30:25,15,3,2,1,0,0,0,192.168.1.31 delete from antripoli where kd_dokter='00002' and kd_poli='U0003',78,-0.7373069706243499,192.168.1.31,31,61.5,3,18.0,0.0,2025-01-02 15:00:00,4,0
2025-01-02 16:58:44,5.0,192.168.1.28 delete from antriapotek3,DELETE,0.4312470253467879,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.579325814139132,-6.0145541702539385,0.0,-1.976006223187995,3977279974.860408,1,2025-01-02 16:58:44,16,3,2,1,0,0,0,192.168.1.28 delete from antriapotek3,37,-1.9873655016391965,192.168.1.28,28,24.4,2,88.0,0.0,2025-01-02 16:00:00,3,0
2025-01-02 15:25:35,9.0,192.168.1.19 delete from tampjurnal,DELETE,-0.0659129713857631,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.482065342439355,0.1635536660332217,0.0,-1.279668487882474,2982959981.395306,1,2025-01-02 15:25:35,15,3,2,1,0,0,0,192.168.1.19 delete from tampjurnal,35,-2.0483439665667498,192.168.1.19,19,50.2,3,76.0,0.0,2025-01-02 15:00:00,1,0
2025-01-02 14:04:15,8.0,"192.168.1.35 insert into tampjurnal values('420106','Pendapatan Laborat Rawat Jalan','0','30000.0')",INSERT,-0.5630729681183143,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.4813113852943955,0.1635536660332217,0.0,-1.70553745201305,851739264.0635886,1,2025-01-02 14:04:15,14,3,2,1,0,0,0,"192.168.1.35 insert into tampjurnal values('420106','Pendapatan Laborat Rawat Jalan','0','30000.0')",99,-0.09703308888503824,192.168.1.35,35,50.4,3,4.0,0.0,2025-01-02 14:00:00,6,0
2025-01-02 13:30:09,8.0,"192.168.1.35 update mutasi_berkas set status='Sudah Diterima',diterima=now() where no_rawat='2025/01/02/000028'",UPDATE,-1.0602329648508655,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,-1,2,-1.4813113852943955,0.1635536660332217,0.0,-1.70553745201305,994319994.4651022,1,2025-01-02 13:30:09,13,3,2,1,0,0,0,"192.168.1.35 update mutasi_berkas set status='Sudah Diterima',diterima=now() where no_rawat='2025/01/02/000028'",111,0.26883770068028273,192.168.1.35,35,50.4,3,4.0,0.0,2025-01-02 13:00:00,6,0
2025-01-02 14:44:31,1.0,192.168.1.29 delete from resep_dokter where no_resep='202501020012',DELETE,-0.5630729681183143,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.2611558989662184,0.1635536660332217,0.0,-0.9732806346825476,2266336683.1693864,1,2025-01-02 14:44:31,14,3,2,1,0,0,0,192.168.1.29 delete from resep_dokter where no_resep='202501020012',67,-1.0726885277258942,192.168.1.29,29,108.8,3,10.0,0.0,2025-01-02 14:00:00,3,0
2025-01-02 14:38:34,5.0,"192.168.1.28 insert into antriapotek3 values('202501020005','1','2025/01/02/000012')",INSERT,-0.5630729681183143,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,0,0,0,-1.579325814139132,-6.0145541702539385,0.0,-1.976006223187995,3977279974.860409,1,2025-01-02 14:38:34,14,3,2,1,0,0,0,"192.168.1.28 insert into antriapotek3 values('202501020005','1','2025/01/02/000012')",84,-0.5543715758416894,192.168.1.28,28,24.4,2,88.0,0.0,2025-01-02 14:00:00,6,0
2025-01-02 14:41:42,5.0,192.168.1.28 delete from bukti_penyerahan_resep_obat where no_resep='202501020003',DELETE,-0.5630729681183143,0.2865465259916639,0.0,-1.2533780447669716,0.0,-0.5881981056534039,0.0,2,-1,0,-1.579325814139132,-6.0145541702539385,0.0,-1.976006223187995,1988639987.9302044,1,2025-01-02 14:41:42,14,3,2,1,0,0,0,192.168.1.28 delete from bukti_penyerahan_resep_obat where no_resep='202501020003',82,-0.6153500407692429,192.168.1.28,28,24.4,2,88.0,0.0,2025-01-02 14:00:00,6,0
